page,country,rev_id,population,region,article_quality
Nyamyn Jagvaral,Mongolia,694557304,3.361,ASIA,Start
Mahadeo Deole,India,694588693,1400.1,ASIA,Stub
Ngo Dinh Khoi,Vietnam,694815600,96.209,ASIA,Stub
Jorge Lemus,Argentina,694889020,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Viktor Magnus von Born,Finland,694949199,5.529,EUROPE,Stub
Lennart Byman,Finland,694949347,5.529,EUROPE,Stub
Hamid Khan Achakzai,Pakistan,694954386,220.94,ASIA,Stub
Johan Helo,Finland,694969219,5.529,EUROPE,Stub
Gunnar Henriksson,Finland,694969272,5.529,EUROPE,Stub
Cecilia Soria,Argentina,695276940,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Francisco de Arango y Parreño,Cuba,695389357,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Tian Xiangli,China,695393414,1402.385,ASIA,Stub
Ridha Charfeddine,Tunisia,695405443,11.895999999999999,AFRICA,Stub
Tjapko Poppens,Netherlands,695633280,17.467,EUROPE,Stub
Pradip Kumar Gyawali,Nepal,695644408,29.996,ASIA,Start
Thierry Poyet,Monaco,695938011,38.0,EUROPE,Stub
Eric Elena,Monaco,695941127,38.0,EUROPE,Stub
Kalikst Witkowski,Poland,696119166,38.368,EUROPE,Stub
Nikos Markatos,Greece,696253449,10.7,EUROPE,Start
Dobrilo Dedeić,Montenegro,696310078,622.0,EUROPE,Stub
Navin Patel,Fiji,696350624,896.0,OCEANIA,Stub
Christopher Nwankwo,Nigeria,696479863,206.14,AFRICA,Stub
Electoral history of Atal Bihari Vajpayee,India,696606312,1400.1,ASIA,Stub
Khanzahi,Iran,696608092,84.15,ASIA,Stub
Palden Tsering Gyamtso,India,696608668,1400.1,ASIA,Stub
Soledad Sosa,Argentina,697009255,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Shafi U Ahmed,Bangladesh,697267319,169.80900000000003,ASIA,Stub
Omar Benjelloun,Morocco,697280332,35.952,AFRICA,Stub
Fernão Martins da Fonseca Coutinho,Portugal,697369222,10.255,EUROPE,Stub
Jean-François Robillon,Monaco,697507956,38.0,EUROPE,Start
Lhatu Wangchuk,Bhutan,697511001,0.73,ASIA,Stub
Tek Bahadur Gurung,Nepal,697556836,29.996,ASIA,Start
Mohammad Sultan,Bangladesh,697559666,169.80900000000003,ASIA,Start
Gaya Prasad,India,697662367,1400.1,ASIA,Stub
Political Bureau of the Central Committee of FRELIMO,Mozambique,697742639,31.166,AFRICA,Stub
Old Men Forget,United Kingdom,697897076,67.16,EUROPE,Stub
Satini Manuella,Tuvalu,697908533,0.01,OCEANIA,Stub
S. Ganesan,India,698048774,1400.1,ASIA,Stub
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,698077739,38.19,NORTHERN AMERICA,Stub
"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",Spain,698093715,47.635,EUROPE,Start
Rameshwor Phuyal,Nepal,698241676,29.996,ASIA,Stub
Rishi Kattel,Nepal,698253253,29.996,ASIA,Stub
Peter Arnold (politician),Australia,698345894,25.754,OCEANIA,Stub
Sushila Chaudhary,Nepal,698571611,29.996,ASIA,Stub
Mahendra Dhoj G.C.,Nepal,698571613,29.996,ASIA,Stub
Sher Bahadur Tamang,Nepal,698571631,29.996,ASIA,Stub
Hari Bahadur Khadka,Nepal,698571634,29.996,ASIA,Stub
Tirtha Bahadur Lama,Nepal,698571661,29.996,ASIA,Stub
Vishwendraman Pashwan,Nepal,698571662,29.996,ASIA,Stub
Tuluram Rajbanshi,Nepal,698571672,29.996,ASIA,Stub
Hari Lal Joshi,Nepal,698571717,29.996,ASIA,Stub
Arjun Jang Bahadur Singh,Nepal,698571731,29.996,ASIA,Stub
Prem Lal Singh,Nepal,698571738,29.996,ASIA,Stub
Sebaki Devi Das Tatma,Nepal,698571745,29.996,ASIA,Stub
Chandra Bahadur Gurung,Nepal,698571747,29.996,ASIA,Stub
Krishna Das Shrestha,Nepal,698571748,29.996,ASIA,Stub
Om Prakash Yadav Gulzari,Nepal,698571750,29.996,ASIA,Stub
Omprakash Yadav,Nepal,698571758,29.996,ASIA,Stub
Hari Parajuli,Nepal,698571782,29.996,ASIA,Stub
Ishwar Dayal Mishra,Nepal,698571785,29.996,ASIA,Stub
Sher Dhan Rai,Nepal,698571803,29.996,ASIA,Stub
Bhim Bahadur Tamang,Nepal,698572100,29.996,ASIA,Start
Bedanand Jha,Nepal,698572160,29.996,ASIA,Stub
Mohan Prasad Pandey,Nepal,698572183,29.996,ASIA,Stub
Shekha Nath Adhikari,Nepal,698572200,29.996,ASIA,Stub
Dev Raj Joshi,Nepal,698572239,29.996,ASIA,Stub
Tarinee Datt Chataut,Nepal,698572252,29.996,ASIA,Stub
Rabindra Nath Sharma,Nepal,698572269,29.996,ASIA,Stub
Tek Bahadur Chokhyal,Nepal,698572288,29.996,ASIA,Stub
Dip Kumar Upadhaya (Lamichhane),Nepal,698572291,29.996,ASIA,Stub
Brijesh Kumar Gupta,Nepal,698572322,29.996,ASIA,Stub
Harka Bahadur Singh,Nepal,698572326,29.996,ASIA,Stub
Mohammad Estiyak Rai,Nepal,698573619,29.996,ASIA,Stub
Rameshwor Prasad Dhungel,Nepal,698573648,29.996,ASIA,Stub
Parbati Chaudhary,Nepal,698573657,29.996,ASIA,Stub
Ram Hari Subedi,Nepal,698573663,29.996,ASIA,Stub
Malabar Singh Thapa,Nepal,698573690,29.996,ASIA,Stub
Yagya Bahadur Basnyat,Nepal,698573707,29.996,ASIA,Stub
Narayan Singh Pun,Nepal,698573738,29.996,ASIA,Stub
Ram Ayodhya Prasad Yadav,Nepal,698575586,29.996,ASIA,Stub
Ramnath Dhakal,Nepal,698575613,29.996,ASIA,Stub
Sher Bahadur Kunwor,Nepal,698575620,29.996,ASIA,Stub
Ram Bir Manandhar,Nepal,698575646,29.996,ASIA,Stub
Radhe Chandra Yadav,Nepal,698575662,29.996,ASIA,Stub
Til Kumar Menyangbo Limbu,Nepal,698575677,29.996,ASIA,Stub
Tirtha Ram Dangol,Nepal,698575695,29.996,ASIA,Stub
Rajendra Kumar KC,Nepal,698575714,29.996,ASIA,Stub
Lekh Nath Neupane,Nepal,698582041,29.996,ASIA,Stub
Frank Lark,New Zealand,698635954,4.987,OCEANIA,Start
Dorji Namgyal,Bhutan,698806662,0.73,ASIA,Stub
Ugyen Tshering,Bhutan,698806682,0.73,ASIA,Stub
Ibrahim Didi,Maldives,698807297,541.0,ASIA,Stub
Ibrahim Saleem,Maldives,698807322,541.0,ASIA,Stub
Mohamed Munavvar,Maldives,698807325,541.0,ASIA,Start
Mohamed Zahir Hussain,Maldives,698807337,541.0,ASIA,Stub
Azima Shukoor,Maldives,698807345,541.0,ASIA,Stub
Mohamed bin Hajj Ali Thukkala,Maldives,698807371,541.0,ASIA,Stub
Mahmood Razi,Maldives,698807791,541.0,ASIA,Stub
Kumaraswamy Nandagopan,Sri Lanka,698946168,21.936999999999998,ASIA,Stub
V. Sivayogan,Sri Lanka,698946169,21.936999999999998,ASIA,Stub
P. Ariyaratnam,Sri Lanka,698947539,21.936999999999998,ASIA,Stub
V. Edirmannasingham,Sri Lanka,698947672,21.936999999999998,ASIA,Stub
K. Vignarajah,Sri Lanka,698947841,21.936999999999998,ASIA,Stub
M. Manickam,Sri Lanka,698948097,21.936999999999998,ASIA,Stub
S. R. P. Sraiva,Sri Lanka,698948150,21.936999999999998,ASIA,Stub
Štefan Osuský,Slovakia,698964210,5.462000000000001,EUROPE,C
Elżbieta Branicka,Poland,699022350,38.368,EUROPE,Stub
S. Pasupathipillai,Sri Lanka,699090098,21.936999999999998,ASIA,Stub
Ananda Kumarasiri,Sri Lanka,699090515,21.936999999999998,ASIA,Stub
Manuel Martin (conquistador),Spain,699093655,47.635,EUROPE,Stub
Thein Tun,Myanmar,699105110,54.70399999999999,ASIA,Stub
Khin Yi,Myanmar,699105313,54.70399999999999,ASIA,Stub
Win Aung,Myanmar,699105350,54.70399999999999,ASIA,Start
Sao Seng Suk,Myanmar,699105456,54.70399999999999,ASIA,Stub
Maung Oo,Myanmar,699105911,54.70399999999999,ASIA,Start
Nai Htaw Sorn,Myanmar,699105927,54.70399999999999,ASIA,Start
Sein Myint,Myanmar,699105952,54.70399999999999,ASIA,Stub
Khin Maung Thein,Myanmar,699105999,54.70399999999999,ASIA,Stub
Kyaw Swa Khaing,Myanmar,699106128,54.70399999999999,ASIA,Stub
Khin San Hlaing,Myanmar,699106152,54.70399999999999,ASIA,Stub
Tin Hlaing,Myanmar,699106649,54.70399999999999,ASIA,Stub
Thein Swe,Myanmar,699106665,54.70399999999999,ASIA,Stub
Mohammad Temim,Morocco,699136209,35.952,AFRICA,Stub
Teodor Szybiłło,Poland,699143672,38.368,EUROPE,Stub
Prapat Panyachatraksa,Thailand,699197059,66.53399999999999,ASIA,Stub
Suwat Liptapanlop,Thailand,699197123,66.53399999999999,ASIA,C
Sutham Sangprathum,Thailand,699197323,66.53399999999999,ASIA,Stub
Virachai Virameteekul,Thailand,699197850,66.53399999999999,ASIA,Start
Theera Wongsamut,Thailand,699198463,66.53399999999999,ASIA,Start
Kraisak Choonhavan,Thailand,699198744,66.53399999999999,ASIA,Start
Chob Yodkaew,Thailand,699199094,66.53399999999999,ASIA,Stub
Mönkhchuluuny Zorigt,Mongolia,699217035,3.361,ASIA,Stub
Nyamjavyn Batbayar,Mongolia,699217197,3.361,ASIA,Stub
Fritz Hofmann (politician),Switzerland,699244801,8.634,EUROPE,Stub
Andriy Veselovsky,Ukraine,699336500,41.778,EUROPE,Start
Ivan Maistrenko,Ukraine,699336835,41.778,EUROPE,Stub
Yury Lutovinov,Russia,699336991,146.733,EUROPE,Start
Ihor Kharchenko,Ukraine,699337057,41.778,EUROPE,Start
Mykola Hrabar,Ukraine,699337076,41.778,EUROPE,Stub
Emil Byk,Austria,699337845,8.914,EUROPE,Stub
Ihor Dushyn,Ukraine,699338274,41.778,EUROPE,Stub
Victor Său,Moldova,699338569,3.535,EUROPE,Stub
Vasiliy Pokotilo,Russia,699339086,146.733,EUROPE,Stub
Iuliana Gorea-Costin,Moldova,699339429,3.535,EUROPE,Start
Alexandru Codreanu,Moldova,699339451,3.535,EUROPE,Stub
Paweł Adamowicz,Poland,699339741,38.368,EUROPE,Stub
Ioan Străjescu,Romania,699339799,19.241,EUROPE,Stub
Alexandru Cantacuzino,Romania,699339851,19.241,EUROPE,Stub
Eugen Bejinariu,Romania,699340034,19.241,EUROPE,Stub
Juliusz Leo,Poland,699340111,38.368,EUROPE,Stub
Leo Goldhammer,Israel,699340192,9.216000000000001,ASIA,Start
Ivan Tkachenko (politician),Moldova,699340750,3.535,EUROPE,Stub
Yevsey Gindes,Azerbaijan,699340982,10.107999999999999,ASIA,Start
Pavel Parasca,Moldova,699341069,3.535,EUROPE,Start
Albin Dunajewski,Poland,699341077,38.368,EUROPE,Stub
Sospeter Machage,Kenya,699341277,53.528,AFRICA,Start
Franciszek Bajorek,Poland,699359388,38.368,EUROPE,Start
Mohamed Charfi,Tunisia,699363937,11.895999999999999,AFRICA,Stub
Don Ferguson (South Australian politician),Australia,699385095,25.754,OCEANIA,Stub
Keith Plunkett,Australia,699387282,25.754,OCEANIA,Stub
Kym Mayes,Australia,699387500,25.754,OCEANIA,Stub
Max Brown (politician),Australia,699387764,25.754,OCEANIA,Stub
Wyllys–Haynes family,United States,699520934,329.87800000000004,NORTHERN AMERICA,Start
Viktor Anpilov,Russia,699565471,146.733,EUROPE,Stub
Derek Nally,Ireland,699589239,5.003,EUROPE,Stub
Fiqirete Shehu,Albania,699674395,2.838,EUROPE,Stub
Fan Chuo (Tang dynasty),China,699691415,1402.385,ASIA,Start
Óscar Moncada,Nicaragua,699692070,6.596,LATIN AMERICA AND THE CARIBBEAN,Stub
Yahya Al-Mutawakel,Yemen,699698896,29.826,ASIA,Stub
Óscar González (politician),Mexico,699700649,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Rosebud Kurwijila,Tanzania,699701755,59.733999999999995,AFRICA,Stub
Constantin Angelescu,Romania,699739069,19.241,EUROPE,Stub
Ivan Marazov,Bulgaria,699876153,6.9270000000000005,EUROPE,Stub
William Henry Dillon Bell,New Zealand,699931269,4.987,OCEANIA,Stub
Ibrahim Ismail (politician),Maldives,699979806,541.0,ASIA,C
Choudry Mohammad Sadiq,Pakistan,700002117,220.94,ASIA,Stub
William Lundström,Finland,700027061,5.529,EUROPE,Stub
Ivon Wardle,Australia,700061282,25.754,OCEANIA,Stub
Alexandre-François Vivien,France,700172278,64.94,EUROPE,C
Andrea Törnestam,Sweden,700180948,10.377,EUROPE,Stub
Natisio Loluke,South Sudan,700307974,11.194,AFRICA,Stub
Teker Riek Dong,South Sudan,700312550,11.194,AFRICA,Stub
Sydney Innes-Noad,Australia,700355020,25.754,OCEANIA,Stub
Joseph Beeston,Australia,700355034,25.754,OCEANIA,Stub
John Hall (New South Wales politician),Australia,700355073,25.754,OCEANIA,Stub
Jacek Majchrowski,Poland,700445444,38.368,EUROPE,Start
Antão Martins Homem,Portugal,700458967,10.255,EUROPE,Start
Charles Chaumet,France,700474660,64.94,EUROPE,Stub
Albert Roussin,France,700475564,64.94,EUROPE,Stub
Léon Martin Fourichon,France,700476319,64.94,EUROPE,Stub
Louis Raymond de Montaignac de Chauvance,France,700476353,64.94,EUROPE,Stub
Fritz Heckert,Germany,700669417,83.3,EUROPE,Stub
Grand Empress Dowager Shangguan,China,700670718,1402.385,ASIA,C
Zaharije Trnavčević,Serbia,700719585,6.957000000000001,EUROPE,Stub
Mohamed Kamel Leilah,Egypt,700864508,100.803,AFRICA,Stub
Aleksandr Zolotarev,Ukraine,700932354,41.778,EUROPE,Start
Timothy Ting,Taiwan,701014752,23.61,ASIA,Start
Moinuddin Ahmed Chowdhury,Bangladesh,701047665,169.80900000000003,ASIA,C
Dewan Farid Gazi,Bangladesh,701048027,169.80900000000003,ASIA,Stub
Tawfik Tirawi,Palestinian Territory,701106976,5.008,ASIA,Start
Léon de la Fontaine,Luxembourg,701219833,632.0,EUROPE,Start
Mārtiņš Antons,Latvia,701394744,1.902,EUROPE,Stub
Aigars Prūsis,Latvia,701395219,1.902,EUROPE,Stub
Kumar Lingden,Nepal,701431224,29.996,ASIA,Stub
Samuel R. Spencer,United States,701437626,329.87800000000004,NORTHERN AMERICA,Stub
Winston Jessurun,Suriname,701452937,605.0,LATIN AMERICA AND THE CARIBBEAN,Start
Nikolay Goloded,Belarus,701588716,9.375,EUROPE,Stub
Alfred Edwin Winter,Australia,701742218,25.754,OCEANIA,Stub
Minkailu Bah,Sierra Leone,701745522,7.977,AFRICA,Stub
Raimundo Colombo,Brazil,701832149,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Khaled Dawoud,Egypt,701871912,100.803,AFRICA,Stub
Edgar V. Saks,Estonia,701896358,1.331,EUROPE,Start
Samuel Yaw Adusei,Ghana,701904302,31.073,AFRICA,Stub
List of Nigerien politicians,Niger,701961167,24.189,AFRICA,Stub
Zhao Xinchu,China,701998658,1402.385,ASIA,Stub
Manuel Pérez (President of Nicaragua),Nicaragua,702098995,6.596,LATIN AMERICA AND THE CARIBBEAN,Stub
Tomas Bertelman,Sweden,702258783,10.377,EUROPE,Stub
U Thaung (politician),Myanmar,702355716,54.70399999999999,ASIA,Stub
Chan Nyein,Myanmar,702357552,54.70399999999999,ASIA,Stub
Barry Diawadou,Guinea,702484294,12.56,AFRICA,Stub
Antonio Mucci,Argentina,702509338,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Bengt Jönsson (Oxenstierna),Sweden,702687818,10.377,EUROPE,Stub
Jacob Magnus Sprengtporten,Finland,702707688,5.529,EUROPE,Start
Johan Oxenstierna,Sweden,702712670,10.377,EUROPE,Start
Hikmat Mizban Ibrahim al-Azzawi,Iraq,702727008,39.725,ASIA,Start
Axel Lille,Finland,702729826,5.529,EUROPE,Stub
Nils Jönsson (Oxenstierna),Sweden,702740797,10.377,EUROPE,Start
Mikhail Aleksandrovich Stakhovich,Russia,702832114,146.733,EUROPE,Stub
Bo Holmberg,Sweden,702875035,10.377,EUROPE,Stub
Lauri Kaijalainen,Finland,702893111,5.529,EUROPE,Stub
Hubert Gorbach,Austria,702930848,8.914,EUROPE,Stub
Sergei Ivanovich Tiulpanov,Russia,702949370,146.733,EUROPE,Start
Veit Ludwig von Seckendorff,Germany,702964122,83.3,EUROPE,Start
Giovanni Lonfernini,San Marino,702969677,34.0,EUROPE,Stub
Mats Svegfors,Sweden,702972334,10.377,EUROPE,Stub
Lamine Sidimé,Guinea,702973103,12.56,AFRICA,Stub
Daniel Williams (governor-general),Grenada,702974211,113.0,LATIN AMERICA AND THE CARIBBEAN,Start
Nemesi Marqués Oste,Spain,702974510,47.635,EUROPE,Stub
Guillermo Lora,Bolivia,703029024,11.633,LATIN AMERICA AND THE CARIBBEAN,Stub
Ahmed al-Barak,Iraq,703053769,39.725,ASIA,Stub
Wael Abdul Latif,Iraq,703053876,39.725,ASIA,Stub
Dara Nur al-Din,Iraq,703053905,39.725,ASIA,Stub
Mufid Mohammad Jawad al-Jazairi,Iraq,703054379,39.725,ASIA,Stub
Nuri Badran,Iraq,703054420,39.725,ASIA,Stub
Abdel Amir Abbud Rahima,Iraq,703054447,39.725,ASIA,Stub
Ali Faik al-Ghadban,Iraq,703054465,39.725,ASIA,Stub
Khodayyir Abbas,Iraq,703054481,39.725,ASIA,Stub
Hashim Abderrahman al-Shibli,Iraq,703054542,39.725,ASIA,Start
Rashad Mandan Omar,Iraq,703054561,39.725,ASIA,Stub
Sami Azara al-Majun,Iraq,703054581,39.725,ASIA,Stub
Kamel al-Kilani,Iraq,703054633,39.725,ASIA,Stub
Mohammad Jassem Khodayyir,Iraq,703054668,39.725,ASIA,Stub
Carlos Durán Cartín,Costa Rica,703055426,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,Stub
Aniceto Esquivel Sáenz,Costa Rica,703055552,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,Stub
Tommy Funebo,Sweden,703060685,10.377,EUROPE,Stub
Garrett D. Kinney,United States,703098503,329.87800000000004,NORTHERN AMERICA,Stub
Manuel Isidoro Belzu,Bolivia,703105765,11.633,LATIN AMERICA AND THE CARIBBEAN,C
Juan José de Amézaga,Uruguay,703183568,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
Francisco Javier Zaldúa,Colombia,703187650,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,C
John Willard (Australian politician),United Kingdom,703207074,67.16,EUROPE,Stub
Claude Lise,Martinique,703216645,356.0,LATIN AMERICA AND THE CARIBBEAN,Stub
"Charles Louis Bernard de Cléron, comte d'Haussonville",France,703222512,64.94,EUROPE,Stub
Philippe Massoni,France,703224305,64.94,EUROPE,Stub
David John Rankin,Canada,703226576,38.19,NORTHERN AMERICA,Stub
Aleksander Arendt,Poland,703296748,38.368,EUROPE,Stub
Bernard Szczęsny,Poland,703296780,38.368,EUROPE,Stub
Szczepan Lewna,Poland,703296853,38.368,EUROPE,Stub
Miguel Cárdenas,Mexico,703325745,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,703331074,4.65,AFRICA,C
Gun Carlson,Finland,703366953,5.529,EUROPE,Stub
Roger Jansson,Finland,703366980,5.529,EUROPE,Stub
Muhammad Said al-Attar,Yemen,703380433,29.826,ASIA,Stub
Hassan Muhammad Makki,Yemen,703384635,29.826,ASIA,Stub
Kadhi Abdullah al-Hagri,Yemen,703384656,29.826,ASIA,Stub
Alan Huckle,United Kingdom,703385617,67.16,EUROPE,Stub
Sergei Zubatov,Russia,703386200,146.733,EUROPE,Start
Olof Erland,Finland,703392035,5.529,EUROPE,Stub
Sune Eriksson,Finland,703392121,5.529,EUROPE,Stub
Fredrik Gyllenborg,Sweden,703401191,10.377,EUROPE,Stub
Bruno Erhard Abegg,Germany,703401364,83.3,EUROPE,Stub
Daniel Constantin (administrator),France,703403120,64.94,EUROPE,Stub
Gert Rudolph,South Africa,703405191,59.628,AFRICA,Start
Anton von Winzor,Austria,703406889,8.914,EUROPE,Stub
Francisco Lopes,Portugal,703412803,10.255,EUROPE,Stub
Alberto Oreamuno Flores,Costa Rica,703416870,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,Stub
Zhang Anshi,China,703422434,1402.385,ASIA,Stub
Jacques Claude Beugnot,France,703423083,64.94,EUROPE,Start
Nzo Ekangaki,Cameroon,703442039,26.598000000000003,AFRICA,Start
Theodor Ab Yberg,Switzerland,703463813,8.634,EUROPE,Start
Manuel Montt,Chile,703494680,19.47,LATIN AMERICA AND THE CARIBBEAN,Start
José Antonio Mora,Uruguay,703495399,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
Faizanullah Faizan,Afghanistan,703507854,38.928000000000004,ASIA,Stub
Francisco Romão,Angola,703532164,32.522,AFRICA,Stub
Ohannes Tchekidjian,Armenia,703540064,2.9560000000000004,ASIA,Start
Lagitupu Tuilimu,Tuvalu,703546632,0.01,OCEANIA,Start
Hans von Dellingshausen,Sweden,703547153,10.377,EUROPE,Stub
Cyryl Ratajski,Poland,703550487,38.368,EUROPE,Stub
Dragan Mikerević,Bosnia-Herzegovina,703551448,3.281,EUROPE,Stub
Émile Deschanel,France,703555897,64.94,EUROPE,Stub
Ragnar Arnalds,Iceland,703558722,368.0,EUROPE,Stub
Sigurður Kári Kristjánsson,Iceland,703558902,368.0,EUROPE,Stub
Guðjón Arnar Kristjánsson,Iceland,703559376,368.0,EUROPE,Stub
Magnús Þór Hafsteinsson,Iceland,703559571,368.0,EUROPE,Stub
Lars Herman Gyllenhaal,Sweden,703560413,10.377,EUROPE,Stub
Gregory Fortuin,New Zealand,703569338,4.987,OCEANIA,Stub
Rogatien Biaou,Benin,703580130,12.209000000000001,AFRICA,Stub
Charles Saunders (administrator),South Africa,703652809,59.628,AFRICA,Start
Zheng Chenggong,China,703693244,1402.385,ASIA,Stub
Manuel Guillermo Pinto,Argentina,703707383,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Mohlabi Tsekoa,Lesotho,703719281,2.142,AFRICA,Start
Jorge de Melo,Portugal,703721936,10.255,EUROPE,Stub
Giuseppe Arzilli,San Marino,703726449,34.0,EUROPE,Stub
Roberto Raschi,San Marino,703726461,34.0,EUROPE,Stub
Huo Guang,China,703759447,1402.385,ASIA,C
Ernest Ako,Ghana,703821686,31.073,AFRICA,Stub
Fritz Theilen,Germany,703857757,83.3,EUROPE,Stub
Juho Niukkanen,Finland,703874973,5.529,EUROPE,Stub
Alexander Creighton Arthur,New Zealand,703875077,4.987,OCEANIA,Stub
Abebe Aregai,Ethiopia,703915721,114.916,AFRICA,B
Andriy Chornovil,Ukraine,703922417,41.778,EUROPE,Stub
Max Binder,Switzerland,703925527,8.634,EUROPE,Stub
Khin Htay Kywe,Myanmar,703937309,54.70399999999999,ASIA,Stub
Myint Aung (MP),Myanmar,703937386,54.70399999999999,ASIA,Stub
Paul-Marie Yembit,Gabon,704000120,2.231,AFRICA,Stub
Jacques Germeaux,Belgium,704001951,11.515,EUROPE,Stub
Anthony Daly (Whiteboy),Ireland,704004670,5.003,EUROPE,Stub
Santos Acosta,Colombia,704010140,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,Start
Constantin Dăscălescu,Romania,704039294,19.241,EUROPE,Stub
Gheorghe Pop de Băsești,Romania,704047959,19.241,EUROPE,Stub
Henry Ajomale,Nigeria,704094181,206.14,AFRICA,Stub
Robert Melville Smith,Canada,704136762,38.19,NORTHERN AMERICA,Stub
Kolapo Ishola,Nigeria,704235837,206.14,AFRICA,Start
Batarah Shah Tengah,Philippines,704358444,109.581,ASIA,C
Sita Subedi,Nepal,704369545,29.996,ASIA,Stub
Jan Malypetr,Czech Republic,704424304,10.716,EUROPE,Stub
Víctor Olea Alegría,Chile,704428239,19.47,LATIN AMERICA AND THE CARIBBEAN,Stub
Kazimierz Krasiński,Poland,704438564,38.368,EUROPE,Stub
Théophile Aube,France,704438953,64.94,EUROPE,Stub
Jean Marie Antoine de Lanessan,France,704451065,64.94,EUROPE,Start
Stanisław Antoni Szczuka,Poland,704452023,38.368,EUROPE,Start
Karol Marcinkowski,Poland,704455431,38.368,EUROPE,Start
Louis-Lucien Klotz,France,704460602,64.94,EUROPE,Start
Mirosław Dzielski,Poland,704467987,38.368,EUROPE,Stub
Peter Tatár,Slovakia,704476712,5.462000000000001,EUROPE,Stub
Ali al-Haidari,Iraq,704491213,39.725,ASIA,Stub
Myra Freeman,Canada,704516768,38.19,NORTHERN AMERICA,Start
Ewaryst Estkowski,Poland,704529226,38.368,EUROPE,Stub
Tytus Działyński,Poland,704529261,38.368,EUROPE,Start
Maksymilian Jackowski,Poland,704529371,38.368,EUROPE,Stub
Antoni Kraszewski,Poland,704529469,38.368,EUROPE,Stub
Ferdinand von Hansemann,Germany,704529565,83.3,EUROPE,Stub
Ludwik Mycielski,Poland,704529649,38.368,EUROPE,Stub
Andrzej Niegolewski,Poland,704529680,38.368,EUROPE,Stub
Władysław Niegolewski,Poland,704529707,38.368,EUROPE,Stub
Gustaw Potworowski,Poland,704529774,38.368,EUROPE,Stub
Piotr Wawrzyniak,Poland,704529947,38.368,EUROPE,Stub
Aniela Tułodziecka,Poland,704529983,38.368,EUROPE,Stub
Heinrich von Tiedemann,Germany,704530012,83.3,EUROPE,Stub
Roman Szymański,Poland,704530050,38.368,EUROPE,Stub
Florian Stablewski,Poland,704530111,38.368,EUROPE,Stub
Walenty Stefański,Poland,704530148,38.368,EUROPE,Stub
